datum,ervaring,geslacht,gewichtsklasse,ploeg,naam,zone,trainingype,500_split,aantal_intervallen,intervaltype,interval_afstand,interval_tijd,interval_nummer,rust,machine,spm,2k tijd,2k datum
1-11-2021,0,M,L,EJL,l18,I,3x2000m,,3,afstand,2000,,3,,ergometer,20-22-24-26,7:00.5,11-12-2021
1-11-2021,0,M,L,EJL,l19,I,3x2000m,,3,afstand,2000,,1,,ergometer,20-22-24-26,7:29.0,11-12-2021
1-11-2021,0,M,L,EJL,l19,I,3x2000m,,3,afstand,2000,,2,,ergometer,20-22-24-26,7:29.0,11-12-2021
1-11-2021,0,M,L,EJL,l19,I,3x2000m,,3,afstand,2000,,3,,ergometer,20-22-24-26,7:29.0,11-12-2021
1-11-2021,0,M,L,EJL,l20,I,3x2000m,,3,afstand,2000,,1,,ergometer,20-22-24-26,6:45.5,11-12-2021
1-11-2021,0,M,L,EJL,l20,I,3x2000m,,3,afstand,2000,,2,,ergometer,20-22-24-26,6:45.5,11-12-2021
1-11-2021,0,M,L,EJL,l20,I,3x2000m,,3,afstand,2000,,3,,ergometer,20-22-24-26,6:45.5,11-12-2021
1-11-2021,0,M,L,EJL,l21,I,3x2000m,1:56.9,3,afstand,2000,,1,,ergometer,20-22-24-26,7:07.7,11-12-2021
1-11-2021,0,M,L,EJL,l21,I,3x2000m,1:56.1,3,afstand,2000,,2,,ergometer,20-22-24-26,7:07.7,11-12-2021
1-11-2021,0,M,L,EJL,l21,I,3x2000m,1:57.3,3,afstand,2000,,3,,ergometer,20-22-24-26,7:07.7,11-12-2021
1-11-2021,0,M,L,EJL,l22,I,3x2000m,,3,afstand,2000,,1,,ergometer,20-22-24-26,7:08.3,11-12-2021
1-11-2021,0,M,L,EJL,l22,I,3x2000m,,3,afstand,2000,,2,,ergometer,20-22-24-26,7:08.3,11-12-2021
1-11-2021,0,M,L,EJL,l22,I,3x2000m,,3,afstand,2000,,3,,ergometer,20-22-24-26,7:08.3,11-12-2021
1-11-2021,0,M,L,EJL,l23,I,3x2000m,,3,afstand,2000,,1,,ergometer,20-22-24-26,,11-12-2021
1-11-2021,0,M,L,EJL,l23,I,3x2000m,,3,afstand,2000,,2,,ergometer,20-22-24-26,,11-12-2021
1-11-2021,0,M,L,EJL,l23,I,3x2000m,,3,afstand,2000,,3,,ergometer,20-22-24-26,,11-12-2021
1-11-2021,0,M,L,EJL,l24,I,3x2000m,,3,afstand,2000,,1,,ergometer,20-22-24-26,7:08.3,11-12-2021
1-11-2021,0,M,L,EJL,l24,I,3x2000m,,3,afstand,2000,,2,,ergometer,20-22-24-26,7:08.3,11-12-2021
1-11-2021,0,M,L,EJL,l24,I,3x2000m,,3,afstand,2000,,3,,ergometer,20-22-24-26,7:08.3,11-12-2021
,,,,,,,,,,,,,,,,,,
8-11-2021,0,M,L,EJL,l17,I,3x2000m,1:57.8,3,afstand,2000,,1,,ergometer,22-24-26-28,6:55.6,11-12-2021
8-11-2021,0,M,L,EJL,l17,I,3x2000m,1:56.6,3,afstand,2000,,2,,ergometer,22-24-26-28,6:55.6,11-12-2021
8-11-2021,0,M,L,EJL,l17,I,3x2000m,1:57.7,3,afstand,2000,,3,,ergometer,22-24-26-28,6:55.6,11-12-2021
8-11-2021,0,M,L,EJL,l18,I,3x2000m,,3,afstand,2000,,1,,ergometer,22-24-26-28,7:00.5,11-12-2021
8-11-2021,0,M,L,EJL,l18,I,3x2000m,,3,afstand,2000,,2,,ergometer,22-24-26-28,7:00.5,11-12-2021
8-11-2021,0,M,L,EJL,l18,I,3x2000m,,3,afstand,2000,,3,,ergometer,22-24-26-28,7:00.5,11-12-2021
8-11-2021,0,M,L,EJL,l19,I,3x2000m,,3,afstand,2000,,1,,ergometer,22-24-26-28,7:29.0,11-12-2021
8-11-2021,0,M,L,EJL,l19,I,3x2000m,,3,afstand,2000,,2,,ergometer,22-24-26-28,7:29.0,11-12-2021
8-11-2021,0,M,L,EJL,l19,I,3x2000m,,3,afstand,2000,,3,,ergometer,22-24-26-28,7:29.0,11-12-2021
8-11-2021,0,M,L,EJL,l20,I,3x2000m,,3,afstand,2000,,1,,ergometer,22-24-26-28,6:45.5,11-12-2021
8-11-2021,0,M,L,EJL,l20,I,3x2000m,,3,afstand,2000,,2,,ergometer,22-24-26-28,6:45.5,11-12-2021
8-11-2021,0,M,L,EJL,l20,I,3x2000m,,3,afstand,2000,,3,,ergometer,22-24-26-28,6:45.5,11-12-2021
8-11-2021,0,M,L,EJL,l21,I,3x2000m,1:58.8,3,afstand,2000,,1,,ergometer,22-24-26-28,7:07.7,11-12-2021
8-11-2021,0,M,L,EJL,l21,I,3x2000m,1:59.7,3,afstand,2000,,2,,ergometer,22-24-26-28,7:07.7,11-12-2021
8-11-2021,0,M,L,EJL,l21,I,3x2000m,2:02.9,3,afstand,2000,,3,,ergometer,22-24-26-28,7:07.7,11-12-2021
8-11-2021,0,M,L,EJL,l22,I,3x2000m,1:57.0,3,afstand,2000,,1,,ergometer,22-24-26-28,7:08.3,11-12-2021
8-11-2021,0,M,L,EJL,l22,I,3x2000m,2:01.4,3,afstand,2000,,2,,ergometer,22-24-26-28,7:08.3,11-12-2021
8-11-2021,0,M,L,EJL,l22,I,3x2000m,2:02.6,3,afstand,2000,,3,,ergometer,22-24-26-28,7:08.3,11-12-2021
8-11-2021,0,M,L,EJL,l23,I,3x2000m,1:59.8,3,afstand,2000,,1,,ergometer,22-24-26-28,,11-12-2021
8-11-2021,0,M,L,EJL,l23,I,3x2000m,2:01.1,3,afstand,2000,,2,,ergometer,22-24-26-28,,11-12-2021
8-11-2021,0,M,L,EJL,l23,I,3x2000m,2:03.6,3,afstand,2000,,3,,ergometer,22-24-26-28,,11-12-2021
8-11-2021,0,M,L,EJL,l24,I,3x2000m,1:59.8,3,afstand,2000,,1,,ergometer,22-24-26-28,7:08.3,11-12-2021
8-11-2021,0,M,L,EJL,l24,I,3x2000m,2:00.9,3,afstand,2000,,2,,ergometer,22-24-26-28,7:08.3,11-12-2021
8-11-2021,0,M,L,EJL,l24,I,3x2000m,,3,afstand,2000,,3,,ergometer,22-24-26-28,7:08.3,11-12-2021
,,,,,,,,,,,,,,,,,,
15-11-2021,0,M,L,EJL,l17,I,3x2000m,1:51.7,3,afstand,2000,,1,,ergometer,24-26-28-30,6:55.6,11-12-2021
15-11-2021,0,M,L,EJL,l17,I,3x2000m,1:54.0,3,afstand,2000,,2,,ergometer,24-26-28-30,6:55.6,11-12-2021
15-11-2021,0,M,L,EJL,l17,I,3x2000m,1:53.8,3,afstand,2000,,3,,ergometer,24-26-28-30,6:55.6,11-12-2021
15-11-2021,0,M,L,EJL,l18,I,3x2000m,1:54.2,3,afstand,2000,,1,,ergometer,24-26-28-30,7:00.5,11-12-2021
15-11-2021,0,M,L,EJL,l18,I,3x2000m,1:55.1,3,afstand,2000,,2,,ergometer,24-26-28-30,7:00.5,11-12-2021
15-11-2021,0,M,L,EJL,l18,I,3x2000m,1:55.0,3,afstand,2000,,3,,ergometer,24-26-28-30,7:00.5,11-12-2021
15-11-2021,0,M,L,EJL,l19,I,3x2000m,2:06.3,3,afstand,2000,,1,,ergometer,24-26-28-30,7:29.0,11-12-2021
15-11-2021,0,M,L,EJL,l19,I,3x2000m,2:07.6,3,afstand,2000,,2,,ergometer,24-26-28-30,7:29.0,11-12-2021
15-11-2021,0,M,L,EJL,l19,I,3x2000m,2:07.9,3,afstand,2000,,3,,ergometer,24-26-28-30,7:29.0,11-12-2021
15-11-2021,0,M,L,EJL,l20,I,3x2000m,,3,afstand,2000,,1,,ergometer,24-26-28-30,6:45.5,11-12-2021
15-11-2021,0,M,L,EJL,l20,I,3x2000m,,3,afstand,2000,,2,,ergometer,24-26-28-30,6:45.5,11-12-2021
15-11-2021,0,M,L,EJL,l20,I,3x2000m,,3,afstand,2000,,3,,ergometer,24-26-28-30,6:45.5,11-12-2021
15-11-2021,0,M,L,EJL,l21,I,3x2000m,1:58.9,3,afstand,2000,,1,,ergometer,24-26-28-30,7:07.7,11-12-2021
15-11-2021,0,M,L,EJL,l21,I,3x2000m,2:00.7,3,afstand,2000,,2,,ergometer,24-26-28-30,7:07.7,11-12-2021
15-11-2021,0,M,L,EJL,l21,I,3x2000m,2:01.3,3,afstand,2000,,3,,ergometer,24-26-28-30,7:07.7,11-12-2021
15-11-2021,0,M,L,EJL,l22,I,3x2000m,1:55.7,3,afstand,2000,,1,,ergometer,24-26-28-30,7:08.3,11-12-2021
15-11-2021,0,M,L,EJL,l22,I,3x2000m,1:57.4,3,afstand,2000,,2,,ergometer,24-26-28-30,7:08.3,11-12-2021
15-11-2021,0,M,L,EJL,l22,I,3x2000m,1:59.2,3,afstand,2000,,3,,ergometer,24-26-28-30,7:08.3,11-12-2021
15-11-2021,0,M,L,EJL,l23,I,3x2000m,1:57.2,3,afstand,2000,,1,,ergometer,24-26-28-30,,11-12-2021
15-11-2021,0,M,L,EJL,l23,I,3x2000m,2:07.8,3,afstand,2000,,2,,ergometer,24-26-28-30,,11-12-2021
15-11-2021,0,M,L,EJL,l23,I,3x2000m,2:05.6,3,afstand,2000,,3,,ergometer,24-26-28-30,,11-12-2021
15-11-2021,0,M,L,EJL,l24,I,3x2000m,1:58.9,3,afstand,2000,,1,,ergometer,24-26-28-30,7:08.3,11-12-2021
15-11-2021,0,M,L,EJL,l24,I,3x2000m,1:58.8,3,afstand,2000,,2,,ergometer,24-26-28-30,7:08.3,11-12-2021
15-11-2021,0,M,L,EJL,l24,I,3x2000m,1:57.9,3,afstand,2000,,3,,ergometer,24-26-28-30,7:08.3,11-12-2021
,,,,,,,,,,,,,,,,,,
22-11-2021,0,M,L,EJL,l17,I,3x2000m,1:50.3,3,afstand,2000,,1,,ergometer,26-28-30-32,6:55.6,11-12-2021
22-11-2021,0,M,L,EJL,l17,I,3x2000m,1:51.9,3,afstand,2000,,2,,ergometer,26-28-30-32,6:55.6,11-12-2021
22-11-2021,0,M,L,EJL,l17,I,3x2000m,1:51.5,3,afstand,2000,,3,,ergometer,26-28-30-32,6:55.6,11-12-2021
22-11-2021,0,M,L,EJL,l18,I,3x2000m,,3,afstand,2000,,1,,ergometer,26-28-30-32,7:00.5,11-12-2021
22-11-2021,0,M,L,EJL,l18,I,3x2000m,,3,afstand,2000,,2,,ergometer,26-28-30-32,7:00.5,11-12-2021
22-11-2021,0,M,L,EJL,l18,I,3x2000m,,3,afstand,2000,,3,,ergometer,26-28-30-32,7:00.5,11-12-2021
22-11-2021,0,M,L,EJL,l19,I,3x2000m,2:04.9,3,afstand,2000,,1,,ergometer,26-28-30-32,7:29.0,11-12-2021
22-11-2021,0,M,L,EJL,l19,I,3x2000m,2:05.1,3,afstand,2000,,2,,ergometer,26-28-30-32,7:29.0,11-12-2021
22-11-2021,0,M,L,EJL,l19,I,3x2000m,2:05.1,3,afstand,2000,,3,,ergometer,26-28-30-32,7:29.0,11-12-2021
22-11-2021,0,M,L,EJL,l20,I,3x2000m,1:48.9,3,afstand,2000,,1,,ergometer,26-28-30-32,6:45.5,11-12-2021
22-11-2021,0,M,L,EJL,l20,I,3x2000m,1:48.2,3,afstand,2000,,2,,ergometer,26-28-30-32,6:45.5,11-12-2021
22-11-2021,0,M,L,EJL,l20,I,3x2000m,1:45.7,3,afstand,2000,,3,,ergometer,26-28-30-32,6:45.5,11-12-2021
22-11-2021,0,M,L,EJL,l21,I,3x2000m,1:55.1,3,afstand,2000,,1,,ergometer,26-28-30-32,7:07.7,11-12-2021
22-11-2021,0,M,L,EJL,l21,I,3x2000m,1:54.6,3,afstand,2000,,2,,ergometer,26-28-30-32,7:07.7,11-12-2021
22-11-2021,0,M,L,EJL,l21,I,3x2000m,1:56.3,3,afstand,2000,,3,,ergometer,26-28-30-32,7:07.7,11-12-2021
22-11-2021,0,M,L,EJL,l22,I,3x2000m,1:53.9,3,afstand,2000,,1,,ergometer,26-28-30-32,7:08.3,11-12-2021
22-11-2021,0,M,L,EJL,l22,I,3x2000m,1:57.2,3,afstand,2000,,2,,ergometer,26-28-30-32,7:08.3,11-12-2021
22-11-2021,0,M,L,EJL,l22,I,3x2000m,1:56.5,3,afstand,2000,,3,,ergometer,26-28-30-32,7:08.3,11-12-2021
22-11-2021,0,M,L,EJL,l23,I,3x2000m,1:55.6,3,afstand,2000,,1,,ergometer,26-28-30-32,,11-12-2021
22-11-2021,0,M,L,EJL,l23,I,3x2000m,1:58.1,3,afstand,2000,,2,,ergometer,26-28-30-32,,11-12-2021
22-11-2021,0,M,L,EJL,l23,I,3x2000m,1:56.7,3,afstand,2000,,3,,ergometer,26-28-30-32,,11-12-2021
22-11-2021,0,M,L,EJL,l24,I,3x2000m,1:57.2,3,afstand,2000,,1,,ergometer,26-28-30-32,7:08.3,11-12-2021
22-11-2021,0,M,L,EJL,l24,I,3x2000m,2:00.4,3,afstand,2000,,2,,ergometer,26-28-30-32,7:08.3,11-12-2021
22-11-2021,0,M,L,EJL,l24,I,3x2000m,1:57.8,3,afstand,2000,,3,,ergometer,26-28-30-32,7:08.3,11-12-2021
,,,,,,,,,,,,,,,,,,
18-4-2022,0,M,L,EJL,l17,AT,3x4000m,1:53.9,3,afstand,4000,,1,,ergometer,,6:55.6,11-12-2021
18-4-2022,0,M,L,EJL,l17,AT,3x4000m,1:53.7,3,afstand,4000,,2,,ergometer,,6:55.6,11-12-2021
18-4-2022,0,M,L,EJL,l17,AT,3x4000m,1:53.4,3,afstand,4000,,3,,ergometer,,6:55.6,11-12-2021
18-4-2022,0,M,L,EJL,l18,AT,3x4000m,1:58.0,3,afstand,4000,,1,,ergometer,,7:00.5,11-12-2021
18-4-2022,0,M,L,EJL,l18,AT,3x4000m,1:58.0,3,afstand,4000,,2,,ergometer,,7:00.5,11-12-2021
18-4-2022,0,M,L,EJL,l18,AT,3x4000m,1:58.0,3,afstand,4000,,3,,ergometer,,7:00.5,11-12-2021
18-4-2022,0,M,L,EJL,l19,AT,3x4000m,2:00.0,3,afstand,4000,,1,,ergometer,,7:29.0,11-12-2021
18-4-2022,0,M,L,EJL,l19,AT,3x4000m,,3,afstand,4000,,2,,ergometer,,7:29.0,11-12-2021
18-4-2022,0,M,L,EJL,l19,AT,3x4000m,,3,afstand,4000,,3,,ergometer,,7:29.0,11-12-2021
18-4-2022,0,M,L,EJL,l20,AT,3x4000m,1:52.1,3,afstand,4000,,1,,ergometer,,6:45.5,11-12-2021
18-4-2022,0,M,L,EJL,l20,AT,3x4000m,1:51.6,3,afstand,4000,,2,,ergometer,,6:45.5,11-12-2021
18-4-2022,0,M,L,EJL,l20,AT,3x4000m,1:50.5,3,afstand,4000,,3,,ergometer,,6:45.5,11-12-2021
18-4-2022,0,M,L,EJL,l21,AT,3x4000m,2:03.6,3,afstand,4000,,1,,ergometer,,7:07.7,11-12-2021
18-4-2022,0,M,L,EJL,l21,AT,3x4000m,2:01.1,3,afstand,4000,,2,,ergometer,,7:07.7,11-12-2021
18-4-2022,0,M,L,EJL,l21,AT,3x4000m,1:59.1,3,afstand,4000,,3,,ergometer,,7:07.7,11-12-2021
18-4-2022,0,M,L,EJL,l22,AT,3x4000m,1:53.9,3,afstand,4000,,1,,ergometer,,7:08.3,11-12-2021
18-4-2022,0,M,L,EJL,l22,AT,3x4000m,2:03.8,3,afstand,4000,,2,,ergometer,,7:08.3,11-12-2021
18-4-2022,0,M,L,EJL,l22,AT,3x4000m,1:56.5,3,afstand,4000,,3,,ergometer,,7:08.3,11-12-2021
18-4-2022,0,M,L,EJL,l23,AT,3x4000m,,3,afstand,4000,,1,,ergometer,,,11-12-2021
18-4-2022,0,M,L,EJL,l23,AT,3x4000m,,3,afstand,4000,,2,,ergometer,,,11-12-2021
18-4-2022,0,M,L,EJL,l23,AT,3x4000m,,3,afstand,4000,,3,,ergometer,,,11-12-2021
18-4-2022,0,M,L,EJL,l24,AT,3x4000m,1:58.0,3,afstand,4000,,1,,ergometer,,7:08.3,11-12-2021
18-4-2022,0,M,L,EJL,l24,AT,3x4000m,1:58.2,3,afstand,4000,,2,,ergometer,,7:08.3,11-12-2021
18-4-2022,0,M,L,EJL,l24,AT,3x4000m,1:58.7,3,afstand,4000,,3,,ergometer,,7:08.3,11-12-2021
,,,,,,,,,,,,,,,,,,
13-12-2021,0,M,L,EJL,l17,ED+,3x7',1:56.0,3,tijd,,420,1,,ergometer,20,6:55.6,11-12-2021
13-12-2021,0,M,L,EJL,l17,ED+,3x7',1:56.8,3,tijd,,420,2,,ergometer,20,6:55.6,11-12-2021
13-12-2021,0,M,L,EJL,l17,ED+,3x7',1:54.9,3,tijd,,420,3,,ergometer,20,6:55.6,11-12-2021
13-12-2021,0,M,L,EJL,l18,ED+,3x7',1:57.2,3,tijd,,420,1,,ergometer,20,7:00.5,11-12-2021
13-12-2021,0,M,L,EJL,l18,ED+,3x7',2:03.6,3,tijd,,420,2,,ergometer,20,7:00.5,11-12-2021
13-12-2021,0,M,L,EJL,l18,ED+,3x7',1:59.0,3,tijd,,420,3,,ergometer,20,7:00.5,11-12-2021
13-12-2021,0,M,L,EJL,l19,ED+,3x7',2:07.4,3,tijd,,420,1,,ergometer,20,7:29.0,11-12-2021
13-12-2021,0,M,L,EJL,l19,ED+,3x7',2:07.9,3,tijd,,420,2,,ergometer,20,7:29.0,11-12-2021
13-12-2021,0,M,L,EJL,l19,ED+,3x7',2:02.6,3,tijd,,420,3,,ergometer,20,7:29.0,11-12-2021
13-12-2021,0,M,L,EJL,l20,ED+,3x7',1:55.6,3,tijd,,420,1,,ergometer,20,6:45.5,11-12-2021
13-12-2021,0,M,L,EJL,l20,ED+,3x7',1:55.1,3,tijd,,420,2,,ergometer,20,6:45.5,11-12-2021
13-12-2021,0,M,L,EJL,l20,ED+,3x7',1:52.8,3,tijd,,420,3,,ergometer,20,6:45.5,11-12-2021
13-12-2021,0,M,L,EJL,l21,ED+,3x7',2:01.8,3,tijd,,420,1,,ergometer,20,7:07.7,11-12-2021
13-12-2021,0,M,L,EJL,l21,ED+,3x7',2:01.7,3,tijd,,420,2,,ergometer,20,7:07.7,11-12-2021
13-12-2021,0,M,L,EJL,l21,ED+,3x7',1:59.2,3,tijd,,420,3,,ergometer,20,7:07.7,11-12-2021
13-12-2021,0,M,L,EJL,l22,ED+,3x7',2:00.1,3,tijd,,420,1,,ergometer,20,7:08.3,11-12-2021
13-12-2021,0,M,L,EJL,l22,ED+,3x7',1:59.7,3,tijd,,420,2,,ergometer,20,7:08.3,11-12-2021
13-12-2021,0,M,L,EJL,l22,ED+,3x7',1:57.4,3,tijd,,420,3,,ergometer,20,7:08.3,11-12-2021
13-12-2021,0,M,L,EJL,l23,ED+,3x7',,3,tijd,,420,1,,ergometer,20,,11-12-2021
13-12-2021,0,M,L,EJL,l23,ED+,3x7',,3,tijd,,420,2,,ergometer,20,,11-12-2021
13-12-2021,0,M,L,EJL,l23,ED+,3x7',,3,tijd,,420,3,,ergometer,20,,11-12-2021
13-12-2021,0,M,L,EJL,l24,ED+,3x7',2:00.1,3,tijd,,420,1,,ergometer,20,7:08.3,11-12-2021
13-12-2021,0,M,L,EJL,l24,ED+,3x7',2:01.9,3,tijd,,420,2,,ergometer,20,7:08.3,11-12-2021
13-12-2021,0,M,L,EJL,l24,ED+,3x7',2:01.1,3,tijd,,420,3,,ergometer,20,7:08.3,11-12-2021
,,,,,,,,,,,,,,,,,,
20-12-2021,0,M,L,EJL,l17,ED+,3x7',1:55.0,3,tijd,,420,1,,ergometer,20,6:55.6,11-12-2021
20-12-2021,0,M,L,EJL,l17,ED+,3x7',1:54.0,3,tijd,,420,2,,ergometer,20,6:55.6,11-12-2021
20-12-2021,0,M,L,EJL,l17,ED+,3x7',1:55.1,3,tijd,,420,3,,ergometer,20,6:55.6,11-12-2021
20-12-2021,0,M,L,EJL,l18,ED+,3x7',1:51.8,3,tijd,,420,1,,ergometer,20,7:00.5,11-12-2021
20-12-2021,0,M,L,EJL,l18,ED+,3x7',1:56.8,3,tijd,,420,2,,ergometer,20,7:00.5,11-12-2021
20-12-2021,0,M,L,EJL,l18,ED+,3x7',1:58.3,3,tijd,,420,3,,ergometer,20,7:00.5,11-12-2021
20-12-2021,0,M,L,EJL,l19,ED+,3x7',2:06.3,3,tijd,,420,1,,ergometer,20,7:29.0,11-12-2021
20-12-2021,0,M,L,EJL,l19,ED+,3x7',2:05.3,3,tijd,,420,2,,ergometer,20,7:29.0,11-12-2021
20-12-2021,0,M,L,EJL,l19,ED+,3x7',2:05.1,3,tijd,,420,3,,ergometer,20,7:29.0,11-12-2021
20-12-2021,0,M,L,EJL,l20,ED+,3x7',1:51.1,3,tijd,,420,1,,ergometer,20,6:45.5,11-12-2021
20-12-2021,0,M,L,EJL,l20,ED+,3x7',1:50.0,3,tijd,,420,2,,ergometer,20,6:45.5,11-12-2021
20-12-2021,0,M,L,EJL,l20,ED+,3x7',1:52.2,3,tijd,,420,3,,ergometer,20,6:45.5,11-12-2021
20-12-2021,0,M,L,EJL,l21,ED+,3x7',1:58.1,3,tijd,,420,1,,ergometer,20,7:07.7,11-12-2021
20-12-2021,0,M,L,EJL,l21,ED+,3x7',1:57.5,3,tijd,,420,2,,ergometer,20,7:07.7,11-12-2021
20-12-2021,0,M,L,EJL,l21,ED+,3x7',1:58.3,3,tijd,,420,3,,ergometer,20,7:07.7,11-12-2021
20-12-2021,0,M,L,EJL,l22,ED+,3x7',,3,tijd,,420,1,,ergometer,20,7:08.3,11-12-2021
20-12-2021,0,M,L,EJL,l22,ED+,3x7',,3,tijd,,420,2,,ergometer,20,7:08.3,11-12-2021
20-12-2021,0,M,L,EJL,l22,ED+,3x7',,3,tijd,,420,3,,ergometer,20,7:08.3,11-12-2021
20-12-2021,0,M,L,EJL,l23,ED+,3x7',,3,tijd,,420,1,,ergometer,20,,11-12-2021
20-12-2021,0,M,L,EJL,l23,ED+,3x7',,3,tijd,,420,2,,ergometer,20,,11-12-2021
20-12-2021,0,M,L,EJL,l23,ED+,3x7',,3,tijd,,420,3,,ergometer,20,,11-12-2021
20-12-2021,0,M,L,EJL,l24,ED+,3x7',1:56.5,3,tijd,,420,1,,ergometer,20,7:08.3,11-12-2021
20-12-2021,0,M,L,EJL,l24,ED+,3x7',2:03.2,3,tijd,,420,2,,ergometer,20,7:08.3,11-12-2021
20-12-2021,0,M,L,EJL,l24,ED+,3x7',2:01.0,3,tijd,,420,3,,ergometer,20,7:08.3,11-12-2021
,,,,,,,,,,,,,,,,,,
27-12-2021,0,M,L,EJL,l17,ED+,3x7',1:53.5,3,tijd,,420,1,,ergometer,20,6:55.6,11-12-2021
27-12-2021,0,M,L,EJL,l17,ED+,3x7',1:54.6,3,tijd,,420,2,,ergometer,20,6:55.6,11-12-2021
27-12-2021,0,M,L,EJL,l17,ED+,3x7',1:53.8,3,tijd,,420,3,,ergometer,20,6:55.6,11-12-2021
27-12-2021,0,M,L,EJL,l18,ED+,3x7',,3,tijd,,420,1,,ergometer,20,7:00.5,11-12-2021
27-12-2021,0,M,L,EJL,l18,ED+,3x7',,3,tijd,,420,2,,ergometer,20,7:00.5,11-12-2021
27-12-2021,0,M,L,EJL,l18,ED+,3x7',,3,tijd,,420,3,,ergometer,20,7:00.5,11-12-2021
27-12-2021,0,M,L,EJL,l19,ED+,3x7',2:03.6,3,tijd,,420,1,,ergometer,20,7:29.0,11-12-2021
27-12-2021,0,M,L,EJL,l19,ED+,3x7',2:03.2,3,tijd,,420,2,,ergometer,20,7:29.0,11-12-2021
27-12-2021,0,M,L,EJL,l19,ED+,3x7',2:04.6,3,tijd,,420,3,,ergometer,20,7:29.0,11-12-2021
27-12-2021,0,M,L,EJL,l20,ED+,3x7',1:50.6,3,tijd,,420,1,,ergometer,20,6:45.5,11-12-2021
27-12-2021,0,M,L,EJL,l20,ED+,3x7',1:51.1,3,tijd,,420,2,,ergometer,20,6:45.5,11-12-2021
27-12-2021,0,M,L,EJL,l20,ED+,3x7',1:50.8,3,tijd,,420,3,,ergometer,20,6:45.5,11-12-2021
27-12-2021,0,M,L,EJL,l21,ED+,3x7',2:00.0,3,tijd,,420,1,,ergometer,20,7:07.7,11-12-2021
27-12-2021,0,M,L,EJL,l21,ED+,3x7',1:59.2,3,tijd,,420,2,,ergometer,20,7:07.7,11-12-2021
27-12-2021,0,M,L,EJL,l21,ED+,3x7',1:59.0,3,tijd,,420,3,,ergometer,20,7:07.7,11-12-2021
27-12-2021,0,M,L,EJL,l22,ED+,3x7',1:54.6,3,tijd,,420,1,,ergometer,20,7:08.3,11-12-2021
27-12-2021,0,M,L,EJL,l22,ED+,3x7',1:59.0,3,tijd,,420,2,,ergometer,20,7:08.3,11-12-2021
27-12-2021,0,M,L,EJL,l22,ED+,3x7',1:59.3,3,tijd,,420,3,,ergometer,20,7:08.3,11-12-2021
27-12-2021,0,M,L,EJL,l23,ED+,3x7',,3,tijd,,420,1,,ergometer,20,,11-12-2021
27-12-2021,0,M,L,EJL,l23,ED+,3x7',1:59.4,3,tijd,,420,2,,ergometer,20,,11-12-2021
27-12-2021,0,M,L,EJL,l23,ED+,3x7',,3,tijd,,420,3,,ergometer,20,,11-12-2021
27-12-2021,0,M,L,EJL,l24,ED+,3x7',1:55.7,3,tijd,,420,1,,ergometer,20,7:08.3,11-12-2021
27-12-2021,0,M,L,EJL,l24,ED+,3x7',1:56.7,3,tijd,,420,2,,ergometer,20,7:08.3,11-12-2021
27-12-2021,0,M,L,EJL,l24,ED+,3x7',2:03.1,3,tijd,,420,3,,ergometer,20,7:08.3,11-12-2021
,,,,,,,,,,,,,,,,,,
3-1-2022,0,M,L,EJL,l17,ED+,3x7',1:51.9,3,tijd,,420,1,,ergometer,20,6:55.6,11-12-2021
3-1-2022,0,M,L,EJL,l17,ED+,3x7',1:53.8,3,tijd,,420,2,,ergometer,20,6:55.6,11-12-2021
3-1-2022,0,M,L,EJL,l17,ED+,3x7',1:54.0,3,tijd,,420,3,,ergometer,20,6:55.6,11-12-2021
3-1-2022,0,M,L,EJL,l18,ED+,3x7',1:51.8,3,tijd,,420,1,,ergometer,20,7:00.5,11-12-2021
3-1-2022,0,M,L,EJL,l18,ED+,3x7',1:57.8,3,tijd,,420,2,,ergometer,20,7:00.5,11-12-2021
3-1-2022,0,M,L,EJL,l18,ED+,3x7',1:58.5,3,tijd,,420,3,,ergometer,20,7:00.5,11-12-2021
3-1-2022,0,M,L,EJL,l19,ED+,3x7',2:01.7,3,tijd,,420,1,,ergometer,20,7:29.0,11-12-2021
3-1-2022,0,M,L,EJL,l19,ED+,3x7',2:02.4,3,tijd,,420,2,,ergometer,20,7:29.0,11-12-2021
3-1-2022,0,M,L,EJL,l19,ED+,3x7',2:01.7,3,tijd,,420,3,,ergometer,20,7:29.0,11-12-2021
3-1-2022,0,M,L,EJL,l20,ED+,3x7',1:50.7,3,tijd,,420,1,,ergometer,20,6:45.5,11-12-2021
3-1-2022,0,M,L,EJL,l20,ED+,3x7',1:50.3,3,tijd,,420,2,,ergometer,20,6:45.5,11-12-2021
3-1-2022,0,M,L,EJL,l20,ED+,3x7',1:51.3,3,tijd,,420,3,,ergometer,20,6:45.5,11-12-2021
3-1-2022,0,M,L,EJL,l21,ED+,3x7',1:59.0,3,tijd,,420,1,,ergometer,20,7:07.7,11-12-2021
3-1-2022,0,M,L,EJL,l21,ED+,3x7',1:58.6,3,tijd,,420,2,,ergometer,20,7:07.7,11-12-2021
3-1-2022,0,M,L,EJL,l21,ED+,3x7',1:57.2,3,tijd,,420,3,,ergometer,20,7:07.7,11-12-2021
3-1-2022,0,M,L,EJL,l22,ED+,3x7',1:52.5,3,tijd,,420,1,,ergometer,20,7:08.3,11-12-2021
3-1-2022,0,M,L,EJL,l22,ED+,3x7',2:06.1,3,tijd,,420,2,,ergometer,20,7:08.3,11-12-2021
