datum,ervaring,geslacht,gewichtsklasse,ploeg,naam,zone,trainingype,500_split,aantal_intervallen,intervaltype,interval_afstand,interval_tijd,interval_nummer,rust,machine,spm,2k tijd,2k datum
17-12-2021,0,M,Z,EJZ,z17,AT,4x8',1:51.4,4,tijd,,480,4,,ergometer,28,6:39.6,11-12-2021
17-12-2021,0,M,Z,EJZ,z18,AT,4x8',1:50.3,4,tijd,,480,1,,ergometer,28,6:52.3,11-12-2021
17-12-2021,0,M,Z,EJZ,z18,AT,4x8',1:52.0,4,tijd,,480,2,,ergometer,28,6:52.3,11-12-2021
17-12-2021,0,M,Z,EJZ,z18,AT,4x8',1:54.0,4,tijd,,480,3,,ergometer,28,6:52.3,11-12-2021
17-12-2021,0,M,Z,EJZ,z18,AT,4x8',1:55.6,4,tijd,,480,4,,ergometer,28,6:52.3,11-12-2021
17-12-2021,0,M,Z,EJZ,z19,AT,4x8',1:49.0,4,tijd,,480,1,,ergometer,28,,11-12-2021
17-12-2021,0,M,Z,EJZ,z19,AT,4x8',1:50.6,4,tijd,,480,2,,ergometer,28,,11-12-2021
17-12-2021,0,M,Z,EJZ,z19,AT,4x8',,4,tijd,,480,3,,ergometer,28,,11-12-2021
17-12-2021,0,M,Z,EJZ,z19,AT,4x8',,4,tijd,,480,4,,ergometer,28,,11-12-2021
,,,,,,,,,,,,,,,,,,
30-12-2021,0,M,Z,EJZ,z11,AT,4x8',,4,tijd,,480,1,,ergometer,28,,11-12-2021
30-12-2021,0,M,Z,EJZ,z11,AT,4x8',,4,tijd,,480,2,,ergometer,28,,11-12-2021
30-12-2021,0,M,Z,EJZ,z11,AT,4x8',,4,tijd,,480,3,,ergometer,28,,11-12-2021
30-12-2021,0,M,Z,EJZ,z11,AT,4x8',,4,tijd,,480,4,,ergometer,28,,11-12-2021
30-12-2021,0,M,Z,EJZ,z12,AT,4x8',1:48.0,4,tijd,,480,1,,ergometer,28,7:01.0,11-12-2021
30-12-2021,0,M,Z,EJZ,z12,AT,4x8',1:47.7,4,tijd,,480,2,,ergometer,28,7:01.0,11-12-2021
30-12-2021,0,M,Z,EJZ,z12,AT,4x8',1:50.8,4,tijd,,480,3,,ergometer,28,7:01.0,11-12-2021
30-12-2021,0,M,Z,EJZ,z12,AT,4x8',1:52.3,4,tijd,,480,4,,ergometer,28,7:01.0,11-12-2021
30-12-2021,0,M,Z,EJZ,z13,AT,4x8',1:47.6,4,tijd,,480,1,,ergometer,28,6:41.2,11-12-2021
30-12-2021,0,M,Z,EJZ,z13,AT,4x8',1:47.6,4,tijd,,480,2,,ergometer,28,6:41.2,11-12-2021
30-12-2021,0,M,Z,EJZ,z13,AT,4x8',1:47.4,4,tijd,,480,3,,ergometer,28,6:41.2,11-12-2021
30-12-2021,0,M,Z,EJZ,z13,AT,4x8',1:46.7,4,tijd,,480,4,,ergometer,28,6:41.2,11-12-2021
30-12-2021,0,M,Z,EJZ,z14,AT,4x8',1:49.7,4,tijd,,480,1,,ergometer,28,6:47.2,11-12-2021
30-12-2021,0,M,Z,EJZ,z14,AT,4x8',1:50.0,4,tijd,,480,2,,ergometer,28,6:47.2,11-12-2021
30-12-2021,0,M,Z,EJZ,z14,AT,4x8',1:52.8,4,tijd,,480,3,,ergometer,28,6:47.2,11-12-2021
30-12-2021,0,M,Z,EJZ,z14,AT,4x8',1:54.8,4,tijd,,480,4,,ergometer,28,6:47.2,11-12-2021
30-12-2021,0,M,Z,EJZ,z15,AT,4x8',1:47.4,4,tijd,,480,1,,ergometer,28,6:50.6,11-12-2021
30-12-2021,0,M,Z,EJZ,z15,AT,4x8',1:48.4,4,tijd,,480,2,,ergometer,28,6:50.6,11-12-2021
30-12-2021,0,M,Z,EJZ,z15,AT,4x8',1:49.0,4,tijd,,480,3,,ergometer,28,6:50.6,11-12-2021
30-12-2021,0,M,Z,EJZ,z15,AT,4x8',1:50.8,4,tijd,,480,4,,ergometer,28,6:50.6,11-12-2021
30-12-2021,0,M,Z,EJZ,z16,AT,4x8',1:49.5,4,tijd,,480,1,,ergometer,28,6:49.9,11-12-2021
30-12-2021,0,M,Z,EJZ,z16,AT,4x8',1:49.9,4,tijd,,480,2,,ergometer,28,6:49.9,11-12-2021
30-12-2021,0,M,Z,EJZ,z16,AT,4x8',1:50.7,4,tijd,,480,3,,ergometer,28,6:49.9,11-12-2021
30-12-2021,0,M,Z,EJZ,z16,AT,4x8',1:51.6,4,tijd,,480,4,,ergometer,28,6:49.9,11-12-2021
30-12-2021,0,M,Z,EJZ,z17,AT,4x8',1:47.7,4,tijd,,480,1,,ergometer,28,6:39.6,11-12-2021
30-12-2021,0,M,Z,EJZ,z17,AT,4x8',1:52.0,4,tijd,,480,2,,ergometer,28,6:39.6,11-12-2021
30-12-2021,0,M,Z,EJZ,z17,AT,4x8',1:52.8,4,tijd,,480,3,,ergometer,28,6:39.6,11-12-2021
30-12-2021,0,M,Z,EJZ,z17,AT,4x8',1:56.1,4,tijd,,480,4,,ergometer,28,6:39.6,11-12-2021
30-12-2021,0,M,Z,EJZ,z18,AT,4x8',1:51.2,4,tijd,,480,1,,ergometer,28,6:52.3,11-12-2021
30-12-2021,0,M,Z,EJZ,z18,AT,4x8',1:52.2,4,tijd,,480,2,,ergometer,28,6:52.3,11-12-2021
30-12-2021,0,M,Z,EJZ,z18,AT,4x8',1:53.7,4,tijd,,480,3,,ergometer,28,6:52.3,11-12-2021
30-12-2021,0,M,Z,EJZ,z18,AT,4x8',1:54.3,4,tijd,,480,4,,ergometer,28,6:52.3,11-12-2021
30-12-2021,0,M,Z,EJZ,z19,AT,4x8',1:48.6,4,tijd,,480,1,,ergometer,28,,11-12-2021
30-12-2021,0,M,Z,EJZ,z19,AT,4x8',1:48.5,4,tijd,,480,2,,ergometer,28,,11-12-2021
30-12-2021,0,M,Z,EJZ,z19,AT,4x8',1:52.2,4,tijd,,480,3,,ergometer,28,,11-12-2021
30-12-2021,0,M,Z,EJZ,z19,AT,4x8',1:51.2,4,tijd,,480,4,,ergometer,28,,11-12-2021
,,,,,,,,,,,,,,,,,,
15-1-2022,0,M,Z,EJZ,z11,AT,4x8',,4,tijd,,480,1,,ergometer,28,,11-12-2021
15-1-2022,0,M,Z,EJZ,z11,AT,4x8',,4,tijd,,480,2,,ergometer,28,,11-12-2021
15-1-2022,0,M,Z,EJZ,z11,AT,4x8',,4,tijd,,480,3,,ergometer,28,,11-12-2021
15-1-2022,0,M,Z,EJZ,z11,AT,4x8',,4,tijd,,480,4,,ergometer,28,,11-12-2021
15-1-2022,0,M,Z,EJZ,z12,AT,4x8',1:48.4,4,tijd,,480,1,,ergometer,28,7:01.0,11-12-2021
15-1-2022,0,M,Z,EJZ,z12,AT,4x8',1:48.2,4,tijd,,480,2,,ergometer,28,7:01.0,11-12-2021
15-1-2022,0,M,Z,EJZ,z12,AT,4x8',1:48.9,4,tijd,,480,3,,ergometer,28,7:01.0,11-12-2021
15-1-2022,0,M,Z,EJZ,z12,AT,4x8',1:49.6,4,tijd,,480,4,,ergometer,28,7:01.0,11-12-2021
15-1-2022,0,M,Z,EJZ,z13,AT,4x8',,4,tijd,,480,1,,ergometer,28,6:41.2,11-12-2021
15-1-2022,0,M,Z,EJZ,z13,AT,4x8',,4,tijd,,480,2,,ergometer,28,6:41.2,11-12-2021
15-1-2022,0,M,Z,EJZ,z13,AT,4x8',,4,tijd,,480,3,,ergometer,28,6:41.2,11-12-2021
15-1-2022,0,M,Z,EJZ,z13,AT,4x8',,4,tijd,,480,4,,ergometer,28,6:41.2,11-12-2021
15-1-2022,0,M,Z,EJZ,z14,AT,4x8',1:49.0,4,tijd,,480,1,,ergometer,28,6:47.2,11-12-2021
15-1-2022,0,M,Z,EJZ,z14,AT,4x8',1:50.8,4,tijd,,480,2,,ergometer,28,6:47.2,11-12-2021
15-1-2022,0,M,Z,EJZ,z14,AT,4x8',1:51.7,4,tijd,,480,3,,ergometer,28,6:47.2,11-12-2021
15-1-2022,0,M,Z,EJZ,z14,AT,4x8',1:50.1,4,tijd,,480,4,,ergometer,28,6:47.2,11-12-2021
15-1-2022,0,M,Z,EJZ,z15,AT,4x8',,4,tijd,,480,1,,ergometer,28,6:50.6,11-12-2021
15-1-2022,0,M,Z,EJZ,z15,AT,4x8',,4,tijd,,480,2,,ergometer,28,6:50.6,11-12-2021
15-1-2022,0,M,Z,EJZ,z15,AT,4x8',,4,tijd,,480,3,,ergometer,28,6:50.6,11-12-2021
15-1-2022,0,M,Z,EJZ,z15,AT,4x8',,4,tijd,,480,4,,ergometer,28,6:50.6,11-12-2021
15-1-2022,0,M,Z,EJZ,z16,AT,4x8',1:49.5,4,tijd,,480,1,,ergometer,28,6:49.9,11-12-2021
15-1-2022,0,M,Z,EJZ,z16,AT,4x8',1:49.9,4,tijd,,480,2,,ergometer,28,6:49.9,11-12-2021
15-1-2022,0,M,Z,EJZ,z16,AT,4x8',1:50.7,4,tijd,,480,3,,ergometer,28,6:49.9,11-12-2021
15-1-2022,0,M,Z,EJZ,z16,AT,4x8',1:50.3,4,tijd,,480,4,,ergometer,28,6:49.9,11-12-2021
15-1-2022,0,M,Z,EJZ,z17,AT,4x8',,4,tijd,,480,1,,ergometer,28,6:39.6,11-12-2021
15-1-2022,0,M,Z,EJZ,z17,AT,4x8',,4,tijd,,480,2,,ergometer,28,6:39.6,11-12-2021
15-1-2022,0,M,Z,EJZ,z17,AT,4x8',,4,tijd,,480,3,,ergometer,28,6:39.6,11-12-2021
15-1-2022,0,M,Z,EJZ,z17,AT,4x8',,4,tijd,,480,4,,ergometer,28,6:39.6,11-12-2021
15-1-2022,0,M,Z,EJZ,z18,AT,4x8',,4,tijd,,480,1,,ergometer,28,6:52.3,11-12-2021
15-1-2022,0,M,Z,EJZ,z18,AT,4x8',,4,tijd,,480,2,,ergometer,28,6:52.3,11-12-2021
15-1-2022,0,M,Z,EJZ,z18,AT,4x8',,4,tijd,,480,3,,ergometer,28,6:52.3,11-12-2021
15-1-2022,0,M,Z,EJZ,z18,AT,4x8',,4,tijd,,480,4,,ergometer,28,6:52.3,11-12-2021
15-1-2022,0,M,Z,EJZ,z19,AT,4x8',1:48.7,4,tijd,,480,1,,ergometer,28,,11-12-2021
15-1-2022,0,M,Z,EJZ,z19,AT,4x8',,4,tijd,,480,2,,ergometer,28,,11-12-2021
15-1-2022,0,M,Z,EJZ,z19,AT,4x8',1:48.5,4,tijd,,480,3,,ergometer,28,,11-12-2021
15-1-2022,0,M,Z,EJZ,z19,AT,4x8',,4,tijd,,480,4,,ergometer,28,,11-12-2021
,,,,,,,,,,,,,,,,,,
27-1-2022,0,M,Z,EJZ,z11,AT,4x8',,4,tijd,,480,1,,ergometer,28,,11-12-2021
27-1-2022,0,M,Z,EJZ,z11,AT,4x8',,4,tijd,,480,2,,ergometer,28,,11-12-2021
27-1-2022,0,M,Z,EJZ,z11,AT,4x8',,4,tijd,,480,3,,ergometer,28,,11-12-2021
27-1-2022,0,M,Z,EJZ,z11,AT,4x8',,4,tijd,,480,4,,ergometer,28,,11-12-2021
27-1-2022,0,M,Z,EJZ,z12,AT,4x8',,4,tijd,,480,1,,ergometer,28,7:01.0,11-12-2021
27-1-2022,0,M,Z,EJZ,z12,AT,4x8',,4,tijd,,480,2,,ergometer,28,7:01.0,11-12-2021
27-1-2022,0,M,Z,EJZ,z12,AT,4x8',,4,tijd,,480,3,,ergometer,28,7:01.0,11-12-2021
27-1-2022,0,M,Z,EJZ,z12,AT,4x8',,4,tijd,,480,4,,ergometer,28,7:01.0,11-12-2021
27-1-2022,0,M,Z,EJZ,z13,AT,4x8',1:46.0,4,tijd,,480,1,,ergometer,28,6:41.2,11-12-2021
27-1-2022,0,M,Z,EJZ,z13,AT,4x8',1:46.2,4,tijd,,480,2,,ergometer,28,6:41.2,11-12-2021
27-1-2022,0,M,Z,EJZ,z13,AT,4x8',,4,tijd,,480,3,,ergometer,28,6:41.2,11-12-2021
27-1-2022,0,M,Z,EJZ,z13,AT,4x8',,4,tijd,,480,4,,ergometer,28,6:41.2,11-12-2021
27-1-2022,0,M,Z,EJZ,z14,AT,4x8',1:47.0,4,tijd,,480,1,,ergometer,28,6:47.2,11-12-2021
27-1-2022,0,M,Z,EJZ,z14,AT,4x8',1:48.7,4,tijd,,480,2,,ergometer,28,6:47.2,11-12-2021
27-1-2022,0,M,Z,EJZ,z14,AT,4x8',1:54.1,4,tijd,,480,3,,ergometer,28,6:47.2,11-12-2021
27-1-2022,0,M,Z,EJZ,z14,AT,4x8',1:54.8,4,tijd,,480,4,,ergometer,28,6:47.2,11-12-2021
27-1-2022,0,M,Z,EJZ,z15,AT,4x8',1:47.1,4,tijd,,480,1,,ergometer,28,6:50.6,11-12-2021
27-1-2022,0,M,Z,EJZ,z15,AT,4x8',1:47.7,4,tijd,,480,2,,ergometer,28,6:50.6,11-12-2021
27-1-2022,0,M,Z,EJZ,z15,AT,4x8',1:47.5,4,tijd,,480,3,,ergometer,28,6:50.6,11-12-2021
27-1-2022,0,M,Z,EJZ,z15,AT,4x8',1:47.7,4,tijd,,480,4,,ergometer,28,6:50.6,11-12-2021
27-1-2022,0,M,Z,EJZ,z16,AT,4x8',1:47.9,4,tijd,,480,1,,ergometer,28,6:49.9,11-12-2021
27-1-2022,0,M,Z,EJZ,z16,AT,4x8',1:47.6,4,tijd,,480,2,,ergometer,28,6:49.9,11-12-2021
27-1-2022,0,M,Z,EJZ,z16,AT,4x8',1:49.1,4,tijd,,480,3,,ergometer,28,6:49.9,11-12-2021
27-1-2022,0,M,Z,EJZ,z16,AT,4x8',,4,tijd,,480,4,,ergometer,28,6:49.9,11-12-2021
27-1-2022,0,M,Z,EJZ,z17,AT,4x8',1:47.9,4,tijd,,480,1,,ergometer,28,6:39.6,11-12-2021
27-1-2022,0,M,Z,EJZ,z17,AT,4x8',1:48.3,4,tijd,,480,2,,ergometer,28,6:39.6,11-12-2021
27-1-2022,0,M,Z,EJZ,z17,AT,4x8',1:48.5,4,tijd,,480,3,,ergometer,28,6:39.6,11-12-2021
27-1-2022,0,M,Z,EJZ,z17,AT,4x8',1:48.7,4,tijd,,480,4,,ergometer,28,6:39.6,11-12-2021
27-1-2022,0,M,Z,EJZ,z18,AT,4x8',1:50.0,4,tijd,,480,1,,ergometer,28,6:52.3,11-12-2021
27-1-2022,0,M,Z,EJZ,z18,AT,4x8',1:52.1,4,tijd,,480,2,,ergometer,28,6:52.3,11-12-2021
27-1-2022,0,M,Z,EJZ,z18,AT,4x8',1:54.7,4,tijd,,480,3,,ergometer,28,6:52.3,11-12-2021
27-1-2022,0,M,Z,EJZ,z18,AT,4x8',1:55.5,4,tijd,,480,4,,ergometer,28,6:52.3,11-12-2021
27-1-2022,0,M,Z,EJZ,z19,AT,4x8',1:47.9,4,tijd,,480,1,,ergometer,28,,11-12-2021
27-1-2022,0,M,Z,EJZ,z19,AT,4x8',1:48.2,4,tijd,,480,2,,ergometer,28,,11-12-2021
27-1-2022,0,M,Z,EJZ,z19,AT,4x8',1:48.8,4,tijd,,480,3,,ergometer,28,,11-12-2021
27-1-2022,0,M,Z,EJZ,z19,AT,4x8',1:49.3,4,tijd,,480,4,,ergometer,28,,11-12-2021
,,,,,,,,,,,,,,,,,,
10-2-2022,0,M,Z,EJZ,z11,AT,4x8',,4,tijd,,480,1,,ergometer,28,,11-12-2021
10-2-2022,0,M,Z,EJZ,z11,AT,4x8',,4,tijd,,480,2,,ergometer,28,,11-12-2021
10-2-2022,0,M,Z,EJZ,z11,AT,4x8',,4,tijd,,480,3,,ergometer,28,,11-12-2021
10-2-2022,0,M,Z,EJZ,z11,AT,4x8',,4,tijd,,480,4,,ergometer,28,,11-12-2021
10-2-2022,0,M,Z,EJZ,z12,AT,4x8',,4,tijd,,480,1,,ergometer,28,7:01.0,11-12-2021
10-2-2022,0,M,Z,EJZ,z12,AT,4x8',,4,tijd,,480,2,,ergometer,28,7:01.0,11-12-2021
10-2-2022,0,M,Z,EJZ,z12,AT,4x8',,4,tijd,,480,3,,ergometer,28,7:01.0,11-12-2021
10-2-2022,0,M,Z,EJZ,z12,AT,4x8',,4,tijd,,480,4,,ergometer,28,7:01.0,11-12-2021
10-2-2022,0,M,Z,EJZ,z13,AT,4x8',,4,tijd,,480,1,,ergometer,28,6:41.2,11-12-2021
10-2-2022,0,M,Z,EJZ,z13,AT,4x8',,4,tijd,,480,2,,ergometer,28,6:41.2,11-12-2021
10-2-2022,0,M,Z,EJZ,z13,AT,4x8',,4,tijd,,480,3,,ergometer,28,6:41.2,11-12-2021
10-2-2022,0,M,Z,EJZ,z13,AT,4x8',,4,tijd,,480,4,,ergometer,28,6:41.2,11-12-2021
10-2-2022,0,M,Z,EJZ,z14,AT,4x8',1:48.9,4,tijd,,480,1,,ergometer,28,6:47.2,11-12-2021
10-2-2022,0,M,Z,EJZ,z14,AT,4x8',1:48.8,4,tijd,,480,2,,ergometer,28,6:47.2,11-12-2021
10-2-2022,0,M,Z,EJZ,z14,AT,4x8',1:49.0,4,tijd,,480,3,,ergometer,28,6:47.2,11-12-2021
10-2-2022,0,M,Z,EJZ,z14,AT,4x8',1:51.0,4,tijd,,480,4,,ergometer,28,6:47.2,11-12-2021
10-2-2022,0,M,Z,EJZ,z15,AT,4x8',1:46.2,4,tijd,,480,1,,ergometer,28,6:50.6,11-12-2021
10-2-2022,0,M,Z,EJZ,z15,AT,4x8',1:47.2,4,tijd,,480,2,,ergometer,28,6:50.6,11-12-2021
10-2-2022,0,M,Z,EJZ,z15,AT,4x8',1:48.9,4,tijd,,480,3,,ergometer,28,6:50.6,11-12-2021
10-2-2022,0,M,Z,EJZ,z15,AT,4x8',1:48.6,4,tijd,,480,4,,ergometer,28,6:50.6,11-12-2021
10-2-2022,0,M,Z,EJZ,z16,AT,4x8',1:48.2,4,tijd,,480,1,,ergometer,28,6:49.9,11-12-2021
10-2-2022,0,M,Z,EJZ,z16,AT,4x8',1:48.4,4,tijd,,480,2,,ergometer,28,6:49.9,11-12-2021
10-2-2022,0,M,Z,EJZ,z16,AT,4x8',1:49.7,4,tijd,,480,3,,ergometer,28,6:49.9,11-12-2021
10-2-2022,0,M,Z,EJZ,z16,AT,4x8',1:49.8,4,tijd,,480,4,,ergometer,28,6:49.9,11-12-2021
10-2-2022,0,M,Z,EJZ,z17,AT,4x8',1:47.2,4,tijd,,480,1,,ergometer,28,6:39.6,11-12-2021
10-2-2022,0,M,Z,EJZ,z17,AT,4x8',1:47.7,4,tijd,,480,2,,ergometer,28,6:39.6,11-12-2021
10-2-2022,0,M,Z,EJZ,z17,AT,4x8',1:48.0,4,tijd,,480,3,,ergometer,28,6:39.6,11-12-2021
10-2-2022,0,M,Z,EJZ,z17,AT,4x8',1:48.9,4,tijd,,480,4,,ergometer,28,6:39.6,11-12-2021
10-2-2022,0,M,Z,EJZ,z18,AT,4x8',1:49.3,4,tijd,,480,1,,ergometer,28,6:52.3,11-12-2021
10-2-2022,0,M,Z,EJZ,z18,AT,4x8',1:50.8,4,tijd,,480,2,,ergometer,28,6:52.3,11-12-2021
10-2-2022,0,M,Z,EJZ,z18,AT,4x8',1:52.4,4,tijd,,480,3,,ergometer,28,6:52.3,11-12-2021
10-2-2022,0,M,Z,EJZ,z18,AT,4x8',1:52.7,4,tijd,,480,4,,ergometer,28,6:52.3,11-12-2021
10-2-2022,0,M,Z,EJZ,z19,AT,4x8',1:48.6,4,tijd,,480,1,,ergometer,28,,11-12-2021
10-2-2022,0,M,Z,EJZ,z19,AT,4x8',1:48.5,4,tijd,,480,2,,ergometer,28,,11-12-2021
10-2-2022,0,M,Z,EJZ,z19,AT,4x8',1:48.7,4,tijd,,480,3,,ergometer,28,,11-12-2021
10-2-2022,0,M,Z,EJZ,z19,AT,4x8',1:47.5,4,tijd,,480,4,,ergometer,28,,11-12-2021
,,,,,,,,,,,,,,,,,,
23-12-2021,0,M,Z,EJZ,z11,AT,8x3',,8,tijd,,180,1,,ergometer,30-32,,11-12-2021
23-12-2021,0,M,Z,EJZ,z11,AT,8x3',,8,tijd,,180,2,,ergometer,30-32,,11-12-2021
23-12-2021,0,M,Z,EJZ,z11,AT,8x3',,8,tijd,,180,3,,ergometer,30-32,,11-12-2021
23-12-2021,0,M,Z,EJZ,z11,AT,8x3',,8,tijd,,180,4,,ergometer,30-32,,11-12-2021
23-12-2021,0,M,Z,EJZ,z11,AT,8x3',,8,tijd,,180,5,,ergometer,30-32,,11-12-2021
23-12-2021,0,M,Z,EJZ,z11,AT,8x3',,8,tijd,,180,6,,ergometer,30-32,,11-12-2021
23-12-2021,0,M,Z,EJZ,z11,AT,8x3',,8,tijd,,180,7,,ergometer,30-32,,11-12-2021
23-12-2021,0,M,Z,EJZ,z11,AT,8x3',,8,tijd,,180,8,,ergometer,30-32,,11-12-2021
23-12-2021,0,M,Z,EJZ,z12,AT,8x3',1:47.2,8,tijd,,180,1,,ergometer,30-32,7:01.0,11-12-2021
23-12-2021,0,M,Z,EJZ,z12,AT,8x3',1:46.5,8,tijd,,180,2,,ergometer,30-32,7:01.0,11-12-2021
23-12-2021,0,M,Z,EJZ,z12,AT,8x3',1:46.6,8,tijd,,180,3,,ergometer,30-32,7:01.0,11-12-2021
23-12-2021,0,M,Z,EJZ,z12,AT,8x3',1:46.8,8,tijd,,180,4,,ergometer,30-32,7:01.0,11-12-2021
23-12-2021,0,M,Z,EJZ,z12,AT,8x3',1:46.3,8,tijd,,180,5,,ergometer,30-32,7:01.0,11-12-2021
23-12-2021,0,M,Z,EJZ,z12,AT,8x3',1:46.1,8,tijd,,180,6,,ergometer,30-32,7:01.0,11-12-2021
23-12-2021,0,M,Z,EJZ,z12,AT,8x3',1:46.1,8,tijd,,180,7,,ergometer,30-32,7:01.0,11-12-2021
23-12-2021,0,M,Z,EJZ,z12,AT,8x3',1:43.8,8,tijd,,180,8,,ergometer,30-32,7:01.0,11-12-2021
23-12-2021,0,M,Z,EJZ,z13,AT,8x3',1:43.7,8,tijd,,180,1,,ergometer,30-32,6:41.2,11-12-2021
23-12-2021,0,M,Z,EJZ,z13,AT,8x3',1:43.8,8,tijd,,180,2,,ergometer,30-32,6:41.2,11-12-2021
23-12-2021,0,M,Z,EJZ,z13,AT,8x3',1:43.5,8,tijd,,180,3,,ergometer,30-32,6:41.2,11-12-2021
23-12-2021,0,M,Z,EJZ,z13,AT,8x3',1:43.4,8,tijd,,180,4,,ergometer,30-32,6:41.2,11-12-2021
23-12-2021,0,M,Z,EJZ,z13,AT,8x3',1:43.8,8,tijd,,180,5,,ergometer,30-32,6:41.2,11-12-2021
23-12-2021,0,M,Z,EJZ,z13,AT,8x3',1:43.7,8,tijd,,180,6,,ergometer,30-32,6:41.2,11-12-2021
23-12-2021,0,M,Z,EJZ,z13,AT,8x3',1:43.8,8,tijd,,180,7,,ergometer,30-32,6:41.2,11-12-2021
23-12-2021,0,M,Z,EJZ,z13,AT,8x3',1:42.7,8,tijd,,180,8,,ergometer,30-32,6:41.2,11-12-2021
23-12-2021,0,M,Z,EJZ,z14,AT,8x3',1:45.8,8,tijd,,180,1,,ergometer,30-32,6:47.2,11-12-2021
23-12-2021,0,M,Z,EJZ,z14,AT,8x3',1:46.6,8,tijd,,180,2,,ergometer,30-32,6:47.2,11-12-2021
23-12-2021,0,M,Z,EJZ,z14,AT,8x3',1:46.7,8,tijd,,180,3,,ergometer,30-32,6:47.2,11-12-2021
23-12-2021,0,M,Z,EJZ,z14,AT,8x3',1:46.8,8,tijd,,180,4,,ergometer,30-32,6:47.2,11-12-2021
23-12-2021,0,M,Z,EJZ,z14,AT,8x3',1:47.0,8,tijd,,180,5,,ergometer,30-32,6:47.2,11-12-2021
23-12-2021,0,M,Z,EJZ,z14,AT,8x3',1:46.7,8,tijd,,180,6,,ergometer,30-32,6:47.2,11-12-2021
23-12-2021,0,M,Z,EJZ,z14,AT,8x3',1:47.0,8,tijd,,180,7,,ergometer,30-32,6:47.2,11-12-2021
23-12-2021,0,M,Z,EJZ,z14,AT,8x3',1:46.3,8,tijd,,180,8,,ergometer,30-32,6:47.2,11-12-2021
23-12-2021,0,M,Z,EJZ,z15,AT,8x3',1:40.1,8,tijd,,180,1,,ergometer,30-32,6:50.6,11-12-2021
23-12-2021,0,M,Z,EJZ,z15,AT,8x3',1:42.9,8,tijd,,180,2,,ergometer,30-32,6:50.6,11-12-2021
23-12-2021,0,M,Z,EJZ,z15,AT,8x3',1:45.2,8,tijd,,180,3,,ergometer,30-32,6:50.6,11-12-2021
23-12-2021,0,M,Z,EJZ,z15,AT,8x3',1:45.9,8,tijd,,180,4,,ergometer,30-32,6:50.6,11-12-2021
23-12-2021,0,M,Z,EJZ,z15,AT,8x3',1:46.5,8,tijd,,180,5,,ergometer,30-32,6:50.6,11-12-2021
23-12-2021,0,M,Z,EJZ,z15,AT,8x3',1:48.2,8,tijd,,180,6,,ergometer,30-32,6:50.6,11-12-2021
23-12-2021,0,M,Z,EJZ,z15,AT,8x3',1:47.6,8,tijd,,180,7,,ergometer,30-32,6:50.6,11-12-2021
23-12-2021,0,M,Z,EJZ,z15,AT,8x3',1:47.4,8,tijd,,180,8,,ergometer,30-32,6:50.6,11-12-2021
23-12-2021,0,M,Z,EJZ,z16,AT,8x3',1:45.2,8,tijd,,180,1,,ergometer,30-32,6:49.9,11-12-2021
23-12-2021,0,M,Z,EJZ,z16,AT,8x3',1:45.8,8,tijd,,180,2,,ergometer,30-32,6:49.9,11-12-2021
23-12-2021,0,M,Z,EJZ,z16,AT,8x3',1:45.8,8,tijd,,180,3,,ergometer,30-32,6:49.9,11-12-2021
23-12-2021,0,M,Z,EJZ,z16,AT,8x3',1:45.8,8,tijd,,180,4,,ergometer,30-32,6:49.9,11-12-2021
23-12-2021,0,M,Z,EJZ,z16,AT,8x3',1:47.5,8,tijd,,180,5,,ergometer,30-32,6:49.9,11-12-2021
23-12-2021,0,M,Z,EJZ,z16,AT,8x3',1:51.4,8,tijd,,180,6,,ergometer,30-32,6:49.9,11-12-2021
23-12-2021,0,M,Z,EJZ,z16,AT,8x3',,8,tijd,,180,7,,ergometer,30-32,6:49.9,11-12-2021
23-12-2021,0,M,Z,EJZ,z16,AT,8x3',,8,tijd,,180,8,,ergometer,30-32,6:49.9,11-12-2021
23-12-2021,0,M,Z,EJZ,z17,AT,8x3',1:41.1,8,tijd,,180,1,,ergometer,30-32,6:39.6,11-12-2021
23-12-2021,0,M,Z,EJZ,z17,AT,8x3',1:43.2,8,tijd,,180,2,,ergometer,30-32,6:39.6,11-12-2021
23-12-2021,0,M,Z,EJZ,z17,AT,8x3',1:44.02,8,tijd,,180,3,,ergometer,30-32,6:39.6,11-12-2021
23-12-2021,0,M,Z,EJZ,z17,AT,8x3',1:45.8,8,tijd,,180,4,,ergometer,30-32,6:39.6,11-12-2021
23-12-2021,0,M,Z,EJZ,z17,AT,8x3',1:44.7,8,tijd,,180,5,,ergometer,30-32,6:39.6,11-12-2021
23-12-2021,0,M,Z,EJZ,z17,AT,8x3',1:51.7,8,tijd,,180,6,,ergometer,30-32,6:39.6,11-12-2021
23-12-2021,0,M,Z,EJZ,z17,AT,8x3',1:46.2,8,tijd,,180,7,,ergometer,30-32,6:39.6,11-12-2021
23-12-2021,0,M,Z,EJZ,z17,AT,8x3',1:44.6,8,tijd,,180,8,,ergometer,30-32,6:39.6,11-12-2021
23-12-2021,0,M,Z,EJZ,z18,AT,8x3',1:46.2,8,tijd,,180,1,,ergometer,30-32,6:52.3,11-12-2021
23-12-2021,0,M,Z,EJZ,z18,AT,8x3',1:48.6,8,tijd,,180,2,,ergometer,30-32,6:52.3,11-12-2021
23-12-2021,0,M,Z,EJZ,z18,AT,8x3',1:48.6,8,tijd,,180,3,,ergometer,30-32,6:52.3,11-12-2021
