,days_until_2k,man,zwaar,AT,I,ID,ED+,afstand,ED,two_k_tijd_sec,500_split_sec,aantal_intervallen,intervaltype,interval_afstand,interval_nummer
4388,50,0,1,0,1,0,0,1,0,4728,47280.0,3,afstand,2000.0,2
4389,50,0,1,0,1,0,0,1,0,4728,47280.0,3,afstand,2000.0,3
4391,44,0,1,0,1,0,0,1,0,4760,47600.0,3,afstand,2000.0,1
4392,44,0,1,0,1,0,0,1,0,4760,47600.0,3,afstand,2000.0,2
4393,44,0,1,0,1,0,0,1,0,4760,47600.0,3,afstand,2000.0,3
4397,44,0,1,0,1,0,0,1,0,4896,48960.0,3,afstand,2000.0,1
4398,44,0,1,0,1,0,0,1,0,4896,48960.0,3,afstand,2000.0,2
4399,44,0,1,0,1,0,0,1,0,4896,48960.0,3,afstand,2000.0,3
4400,44,0,1,0,1,0,0,1,0,4792,47920.0,3,afstand,2000.0,1
4401,44,0,1,0,1,0,0,1,0,4792,47920.0,3,afstand,2000.0,2
4402,44,0,1,0,1,0,0,1,0,4792,47920.0,3,afstand,2000.0,3
4403,44,0,1,0,1,0,0,1,0,4808,48080.0,3,afstand,2000.0,1
4404,44,0,1,0,1,0,0,1,0,4808,48080.0,3,afstand,2000.0,2
4405,44,0,1,0,1,0,0,1,0,4808,48080.0,3,afstand,2000.0,3
4406,44,0,1,0,1,0,0,1,0,4648,46480.0,3,afstand,2000.0,1
4407,44,0,1,0,1,0,0,1,0,4648,46480.0,3,afstand,2000.0,2
4408,44,0,1,0,1,0,0,1,0,4648,46480.0,3,afstand,2000.0,3
4409,44,0,1,0,1,0,0,1,0,4732,47320.0,3,afstand,2000.0,1
4410,44,0,1,0,1,0,0,1,0,4732,47320.0,3,afstand,2000.0,2
4411,44,0,1,0,1,0,0,1,0,4732,47320.0,3,afstand,2000.0,3
4412,44,0,1,0,1,0,0,1,0,4728,47280.0,3,afstand,2000.0,1
4413,44,0,1,0,1,0,0,1,0,4728,47280.0,3,afstand,2000.0,2
4414,44,0,1,0,1,0,0,1,0,4728,47280.0,3,afstand,2000.0,3
4416,37,0,1,0,1,0,0,1,0,4760,47600.0,3,afstand,2000.0,1
4417,37,0,1,0,1,0,0,1,0,4760,47600.0,3,afstand,2000.0,2
4418,37,0,1,0,1,0,0,1,0,4760,47600.0,3,afstand,2000.0,3
4422,37,0,1,0,1,0,0,1,0,4896,48960.0,3,afstand,2000.0,1
4423,37,0,1,0,1,0,0,1,0,4896,48960.0,3,afstand,2000.0,2
4424,37,0,1,0,1,0,0,1,0,4896,48960.0,3,afstand,2000.0,3
4425,37,0,1,0,1,0,0,1,0,4792,47920.0,3,afstand,2000.0,1
4426,37,0,1,0,1,0,0,1,0,4792,47920.0,3,afstand,2000.0,2
4427,37,0,1,0,1,0,0,1,0,4792,47920.0,3,afstand,2000.0,3
4428,37,0,1,0,1,0,0,1,0,4808,48080.0,3,afstand,2000.0,1
4429,37,0,1,0,1,0,0,1,0,4808,48080.0,3,afstand,2000.0,2
4430,37,0,1,0,1,0,0,1,0,4808,48080.0,3,afstand,2000.0,3
4431,37,0,1,0,1,0,0,1,0,4648,46480.0,3,afstand,2000.0,1
4432,37,0,1,0,1,0,0,1,0,4648,46480.0,3,afstand,2000.0,2
4433,37,0,1,0,1,0,0,1,0,4648,46480.0,3,afstand,2000.0,3
4434,37,0,1,0,1,0,0,1,0,4732,47320.0,3,afstand,2000.0,1
4435,37,0,1,0,1,0,0,1,0,4732,47320.0,3,afstand,2000.0,2
4436,37,0,1,0,1,0,0,1,0,4732,47320.0,3,afstand,2000.0,3
4437,37,0,1,0,1,0,0,1,0,4728,47280.0,3,afstand,2000.0,1
4438,37,0,1,0,1,0,0,1,0,4728,47280.0,3,afstand,2000.0,2
4439,37,0,1,0,1,0,0,1,0,4728,47280.0,3,afstand,2000.0,3
4516,16,0,1,0,1,0,0,1,0,4760,47600.0,3,afstand,1000.0,1
4517,16,0,1,0,1,0,0,1,0,4760,47600.0,3,afstand,1000.0,2
4518,16,0,1,0,1,0,0,1,0,4760,47600.0,3,afstand,1000.0,3
4522,16,0,1,0,1,0,0,1,0,4896,48960.0,3,afstand,1000.0,1
4523,16,0,1,0,1,0,0,1,0,4896,48960.0,3,afstand,1000.0,2
4524,16,0,1,0,1,0,0,1,0,4896,48960.0,3,afstand,1000.0,3
4525,16,0,1,0,1,0,0,1,0,4792,47920.0,3,afstand,1000.0,1
4526,16,0,1,0,1,0,0,1,0,4792,47920.0,3,afstand,1000.0,2
4527,16,0,1,0,1,0,0,1,0,4792,47920.0,3,afstand,1000.0,3
4528,16,0,1,0,1,0,0,1,0,4808,48080.0,3,afstand,1000.0,1
4529,16,0,1,0,1,0,0,1,0,4808,48080.0,3,afstand,1000.0,2
4530,16,0,1,0,1,0,0,1,0,4808,48080.0,3,afstand,1000.0,3
4531,16,0,1,0,1,0,0,1,0,4648,46480.0,3,afstand,1000.0,1
4532,16,0,1,0,1,0,0,1,0,4648,46480.0,3,afstand,1000.0,2
4533,16,0,1,0,1,0,0,1,0,4648,46480.0,3,afstand,1000.0,3
4534,16,0,1,0,1,0,0,1,0,4732,47320.0,3,afstand,1000.0,1
4535,16,0,1,0,1,0,0,1,0,4732,47320.0,3,afstand,1000.0,2
4536,16,0,1,0,1,0,0,1,0,4732,47320.0,3,afstand,1000.0,3
4537,16,0,1,0,1,0,0,1,0,4728,47280.0,3,afstand,1000.0,1
4538,16,0,1,0,1,0,0,1,0,4728,47280.0,3,afstand,1000.0,2
4539,16,0,1,0,1,0,0,1,0,4728,47280.0,3,afstand,1000.0,3
4566,0,0,1,0,1,0,0,1,0,4760,47600.0,1,afstand,2000.0,1
4568,0,0,1,0,1,0,0,1,0,4896,48960.0,1,afstand,2000.0,1
4569,0,0,1,0,1,0,0,1,0,4792,47920.0,1,afstand,2000.0,1
4570,0,0,1,0,1,0,0,1,0,4808,48080.0,1,afstand,2000.0,1
4571,0,0,1,0,1,0,0,1,0,4648,46480.0,1,afstand,2000.0,1
4572,0,0,1,0,1,0,0,1,0,4732,47320.0,1,afstand,2000.0,1
4573,0,0,1,0,1,0,0,1,0,4728,47280.0,1,afstand,2000.0,1
4605,,0,0,0,0,0,0,1,0,4510,45100.0,4,afstand,2000.0,1
4606,,0,0,0,0,0,0,1,0,4510,45100.0,4,afstand,2000.0,2
4607,,0,0,0,0,0,0,1,0,4510,45100.0,4,afstand,2000.0,3
4608,,0,0,0,0,0,0,1,0,4510,45100.0,4,afstand,2000.0,4
4609,,0,0,0,0,0,0,1,0,4452,44520.0,4,afstand,2000.0,1
4610,,0,0,0,0,0,0,1,0,4452,44520.0,4,afstand,2000.0,2
4611,,0,0,0,0,0,0,1,0,4452,44520.0,4,afstand,2000.0,3
4612,,0,0,0,0,0,0,1,0,4452,44520.0,4,afstand,2000.0,4
4619,,0,0,0,0,0,0,1,0,4452,44520.0,6,afstand,750.0,1
4620,,0,0,0,0,0,0,1,0,4452,44520.0,6,afstand,750.0,2
4621,,0,0,0,0,0,0,1,0,4452,44520.0,6,afstand,750.0,3
4622,,0,0,0,0,0,0,1,0,4452,44520.0,6,afstand,750.0,4
4623,,0,0,0,0,0,0,1,0,4452,44520.0,6,afstand,750.0,5
4624,,0,0,0,0,0,0,1,0,4452,44520.0,6,afstand,750.0,6
4625,,0,0,0,0,0,0,1,0,4510,45100.0,6,afstand,750.0,1
4626,,0,0,0,0,0,0,1,0,4510,45100.0,6,afstand,750.0,2
4627,,0,0,0,0,0,0,1,0,4510,45100.0,6,afstand,750.0,3
4628,,0,0,0,0,0,0,1,0,4510,45100.0,6,afstand,750.0,4
4629,,0,0,0,0,0,0,1,0,4510,45100.0,6,afstand,750.0,5
4630,,0,0,0,0,0,0,1,0,4510,45100.0,6,afstand,750.0,6
4657,,0,0,0,0,0,0,1,0,4452,44520.0,4,afstand,2000.0,1
4658,,0,0,0,0,0,0,1,0,4452,44520.0,4,afstand,2000.0,2
4659,,0,0,0,0,0,0,1,0,4452,44520.0,4,afstand,2000.0,3
4660,,0,0,0,0,0,0,1,0,4452,44520.0,4,afstand,2000.0,4
4661,,0,0,0,0,0,0,1,0,4510,45100.0,4,afstand,2000.0,1
4662,,0,0,0,0,0,0,1,0,4510,45100.0,4,afstand,2000.0,2
4663,,0,0,0,0,0,0,1,0,4510,45100.0,4,afstand,2000.0,3
4664,,0,0,0,0,0,0,1,0,4510,45100.0,4,afstand,2000.0,4
4673,,0,0,0,0,0,0,1,0,4452,44520.0,3,afstand,1500.0,1
4674,,0,0,0,0,0,0,1,0,4452,44520.0,3,afstand,1500.0,2
4675,,0,0,0,0,0,0,1,0,4452,44520.0,3,afstand,1500.0,3
4676,,0,0,0,0,0,0,1,0,4503,45030.0,3,afstand,1500.0,1
4677,,0,0,0,0,0,0,1,0,4503,45030.0,3,afstand,1500.0,2
4678,,0,0,0,0,0,0,1,0,4503,45030.0,3,afstand,1500.0,3
4684,0,0,0,0,0,0,0,1,0,4452,44520.0,1,afstand,2000.0,1
4685,0,0,0,0,0,0,0,1,0,4452,44520.0,1,afstand,6000.0,1
4687,,0,0,0,0,0,0,1,0,4468,44680.0,6,afstand,750.0,1
4688,,0,0,0,0,0,0,1,0,4468,44680.0,6,afstand,750.0,2
4689,,0,0,0,0,0,0,1,0,4468,44680.0,6,afstand,750.0,3
4690,,0,0,0,0,0,0,1,0,4468,44680.0,6,afstand,750.0,4
4691,,0,0,0,0,0,0,1,0,4468,44680.0,6,afstand,750.0,5
4692,,0,0,0,0,0,0,1,0,4468,44680.0,6,afstand,750.0,6
4693,,0,0,0,0,0,0,1,0,4510,45100.0,6,afstand,750.0,1
4694,,0,0,0,0,0,0,1,0,4510,45100.0,6,afstand,750.0,2
4695,,0,0,0,0,0,0,1,0,4510,45100.0,6,afstand,750.0,3
4696,,0,0,0,0,0,0,1,0,4510,45100.0,6,afstand,750.0,4
4697,,0,0,0,0,0,0,1,0,4510,45100.0,6,afstand,750.0,5
4698,,0,0,0,0,0,0,1,0,4510,45100.0,6,afstand,750.0,6
4699,,0,0,0,0,0,0,1,0,4503,45030.0,6,afstand,750.0,1
4700,,0,0,0,0,0,0,1,0,4503,45030.0,6,afstand,750.0,2
4701,,0,0,0,0,0,0,1,0,4503,45030.0,6,afstand,750.0,3
4702,,0,0,0,0,0,0,1,0,4503,45030.0,6,afstand,750.0,4
4703,,0,0,0,0,0,0,1,0,4503,45030.0,6,afstand,750.0,5
4704,,0,0,0,0,0,0,1,0,4503,45030.0,6,afstand,750.0,6
4706,0,0,0,0,0,0,0,1,0,4468,44680.0,1,afstand,2000.0,1
4707,0,0,0,0,0,0,0,1,0,4503,45030.0,1,afstand,2000.0,1
4708,0,0,0,0,0,0,0,1,0,4510,45100.0,1,afstand,2000.0,1
4710,0,0,0,0,0,0,0,1,0,4468,44680.0,1,afstand,6000.0,1
4711,0,0,0,0,0,0,0,1,0,4503,45030.0,1,afstand,6000.0,1
4712,0,0,0,0,0,0,0,1,0,4510,45100.0,1,afstand,6000.0,1
4733,,0,0,0,0,0,0,0,0,4590,45900.0,3,tijd,1.323918799646955,1
4734,,0,0,0,0,0,0,0,0,4590,45900.0,3,tijd,1.3250883392226147,2
4735,,0,0,0,0,0,0,0,0,4590,45900.0,3,tijd,1.3169446883230904,3
4767,,0,0,0,0,0,0,1,0,4443,44430.0,3,afstand,1500.0,1
4768,,0,0,0,0,0,0,1,0,4443,44430.0,3,afstand,1500.0,2
4769,,0,0,0,0,0,0,1,0,4443,44430.0,3,afstand,1500.0,3
4790,0,0,0,0,0,0,0,1,0,4443,44430.0,1,afstand,2000.0,1
4791,0,0,0,0,0,0,0,1,0,4443,44430.0,1,afstand,6000.0,1
4792,0,0,0,0,0,0,0,1,0,4478,44780.0,1,afstand,2000.0,1
4793,0,0,0,0,0,0,0,1,0,4478,44780.0,1,afstand,6000.0,1
4794,0,0,0,0,0,0,0,1,0,4590,45900.0,1,afstand,2000.0,1
4846,,0,0,0,0,0,0,1,0,4409,44090.0,4,afstand,2000.0,1
4847,,0,0,0,0,0,0,1,0,4409,44090.0,4,afstand,2000.0,2
4848,,0,0,0,0,0,0,1,0,4409,44090.0,4,afstand,2000.0,3
4849,,0,0,0,0,0,0,1,0,4409,44090.0,4,afstand,2000.0,4
4850,,0,0,0,0,0,0,1,0,4503,45030.0,4,afstand,2000.0,1
4851,,0,0,0,0,0,0,1,0,4503,45030.0,4,afstand,2000.0,2
4852,,0,0,0,0,0,0,1,0,4503,45030.0,4,afstand,2000.0,3
4853,,0,0,0,0,0,0,1,0,4503,45030.0,4,afstand,2000.0,4
4855,,0,0,0,0,0,0,1,0,4409,44090.0,1,afstand,6000.0,1
4856,,0,0,0,0,0,0,1,0,4503,45030.0,1,afstand,6000.0,1
4857,,0,0,0,0,0,0,1,0,4550,45500.0,1,afstand,6000.0,1
4859,,0,0,0,0,0,0,1,0,4409,44090.0,6,afstand,750.0,1
4860,,0,0,0,0,0,0,1,0,4409,44090.0,6,afstand,750.0,2
4861,,0,0,0,0,0,0,1,0,4409,44090.0,6,afstand,750.0,3
4862,,0,0,0,0,0,0,1,0,4409,44090.0,6,afstand,750.0,4
4863,,0,0,0,0,0,0,1,0,4409,44090.0,6,afstand,750.0,5
4864,,0,0,0,0,0,0,1,0,4409,44090.0,6,afstand,750.0,6
4865,,0,0,0,0,0,0,1,0,4503,45030.0,6,afstand,750.0,1
4866,,0,0,0,0,0,0,1,0,4503,45030.0,6,afstand,750.0,2
4867,,0,0,0,0,0,0,1,0,4503,45030.0,6,afstand,750.0,3
4868,,0,0,0,0,0,0,1,0,4503,45030.0,6,afstand,750.0,4
4869,,0,0,0,0,0,0,1,0,4503,45030.0,6,afstand,750.0,5
4870,,0,0,0,0,0,0,1,0,4503,45030.0,6,afstand,750.0,6
4871,,0,0,0,0,0,0,1,0,4550,45500.0,6,afstand,750.0,1
4872,,0,0,0,0,0,0,1,0,4550,45500.0,6,afstand,750.0,2
4873,,0,0,0,0,0,0,1,0,4550,45500.0,6,afstand,750.0,3
4874,,0,0,0,0,0,0,1,0,4550,45500.0,6,afstand,750.0,4
4875,,0,0,0,0,0,0,1,0,4550,45500.0,6,afstand,750.0,5
4876,,0,0,0,0,0,0,1,0,4550,45500.0,6,afstand,750.0,6
4878,,0,0,0,0,0,0,1,0,4409,44090.0,1,afstand,2000.0,1
4879,,0,0,0,0,0,0,1,0,4503,45030.0,1,afstand,2000.0,1
4880,,0,0,0,0,0,0,1,0,4550,45500.0,1,afstand,2000.0,1
4881,,0,0,0,0,0,0,1,0,4320,43200.0,1,afstand,2000.0,1
4898,,0,0,0,0,0,0,1,0,4376,43760.0,3,afstand,2000.0,1
4899,,0,0,0,0,0,0,1,0,4376,43760.0,3,afstand,2000.0,2
4900,,0,0,0,0,0,0,1,0,4376,43760.0,3,afstand,2000.0,3
4901,,0,0,0,0,0,0,1,0,4536,45360.0,3,afstand,2000.0,1
4902,,0,0,0,0,0,0,1,0,4536,45360.0,3,afstand,2000.0,2
4903,,0,0,0,0,0,0,1,0,4536,45360.0,3,afstand,2000.0,3
4984,,0,0,0,0,0,0,1,0,4376,43760.0,1,afstand,2000.0,1
4985,,0,0,0,0,0,0,1,0,4376,43760.0,1,afstand,2000.0,1
4986,,0,1,0,0,0,0,1,0,4190,41900.0,1,afstand,2000.0,1
4987,,0,1,0,0,0,0,1,0,4190,41900.0,1,afstand,2000.0,1
4988,,0,1,0,0,0,0,1,0,4270,42700.0,1,afstand,6000.0,1
4989,,0,1,0,0,0,0,1,0,4270,42700.0,1,afstand,2000.0,1
5336,,0,0,0,0,0,0,1,0,4412,44120.0,3,afstand,2000.0,1
5337,,0,0,0,0,0,0,1,0,4412,44120.0,3,afstand,2000.0,2
5338,,0,0,0,0,0,0,1,0,4412,44120.0,3,afstand,2000.0,3
5339,,0,0,0,0,0,0,1,0,4536,45360.0,3,afstand,2000.0,1
5340,,0,0,0,0,0,0,1,0,4536,45360.0,3,afstand,2000.0,2
5341,,0,0,0,0,0,0,1,0,4536,45360.0,3,afstand,2000.0,3
5342,,0,1,0,0,0,0,1,0,4240,42400.0,3,afstand,2000.0,1
5343,,0,1,0,0,0,0,1,0,4240,42400.0,3,afstand,2000.0,2
5344,,0,1,0,0,0,0,1,0,4240,42400.0,3,afstand,2000.0,3
5378,,0,0,0,0,0,0,1,0,4412,44120.0,3,afstand,2000.0,1
5379,,0,0,0,0,0,0,1,0,4412,44120.0,3,afstand,2000.0,2
5380,,0,0,0,0,0,0,1,0,4412,44120.0,3,afstand,2000.0,3
5381,,0,0,0,0,0,0,1,0,4536,45360.0,3,afstand,2000.0,1
5382,,0,0,0,0,0,0,1,0,4536,45360.0,3,afstand,2000.0,2
5383,,0,0,0,0,0,0,1,0,4536,45360.0,3,afstand,2000.0,3
5384,,0,1,0,0,0,0,1,0,4240,42400.0,3,afstand,2000.0,1
5385,,0,1,0,0,0,0,1,0,4240,42400.0,3,afstand,2000.0,2
5386,,0,1,0,0,0,0,1,0,4240,42400.0,3,afstand,2000.0,3
5419,,0,1,0,0,0,0,1,0,4281,42810.0,3,afstand,1000.0,1
5420,,0,1,0,0,0,0,1,0,4281,42810.0,3,afstand,1000.0,2
5421,,0,1,0,0,0,0,1,0,4281,42810.0,3,afstand,1000.0,3
5422,,0,1,0,0,0,0,1,0,4390,43900.0,3,afstand,1000.0,1
5423,,0,1,0,0,0,0,1,0,4390,43900.0,3,afstand,1000.0,2
5424,,0,1,0,0,0,0,1,0,4390,43900.0,3,afstand,1000.0,3
5425,,0,1,0,0,0,0,1,0,4510,45100.0,3,afstand,1000.0,1
5426,,0,1,0,0,0,0,1,0,4510,45100.0,3,afstand,1000.0,2
5427,,0,1,0,0,0,0,1,0,4510,45100.0,3,afstand,1000.0,3
5428,,0,1,0,0,0,0,1,0,4283,42830.0,3,afstand,1000.0,1
5429,,0,1,0,0,0,0,1,0,4283,42830.0,3,afstand,1000.0,2
5430,,0,1,0,0,0,0,1,0,4283,42830.0,3,afstand,1000.0,3
5431,,0,1,0,0,0,0,1,0,4563,45630.0,3,afstand,1000.0,1
5432,,0,1,0,0,0,0,1,0,4563,45630.0,3,afstand,1000.0,2
5433,,0,1,0,0,0,0,1,0,4563,45630.0,3,afstand,1000.0,3
5434,,0,1,0,0,0,0,1,0,4636,46360.0,3,afstand,1000.0,1
5435,,0,1,0,0,0,0,1,0,4636,46360.0,3,afstand,1000.0,2
5436,,0,1,0,0,0,0,1,0,4636,46360.0,3,afstand,1000.0,3
5437,,0,0,0,0,0,0,1,0,4658,46580.0,3,afstand,1000.0,1
5438,,0,0,0,0,0,0,1,0,4658,46580.0,3,afstand,1000.0,2
5439,,0,0,0,0,0,0,1,0,4658,46580.0,3,afstand,1000.0,3
5440,,0,1,0,0,0,0,1,0,4240,42400.0,3,afstand,1000.0,1
5441,,0,1,0,0,0,0,1,0,4240,42400.0,3,afstand,1000.0,2
5442,,0,1,0,0,0,0,1,0,4240,42400.0,3,afstand,1000.0,3
5443,,0,0,0,0,0,0,1,0,4412,44120.0,3,afstand,1000.0,1
5444,,0,0,0,0,0,0,1,0,4412,44120.0,3,afstand,1000.0,2
5445,,0,0,0,0,0,0,1,0,4412,44120.0,3,afstand,1000.0,3
5462,,0,1,0,0,0,0,1,0,4466,44660.0,1,afstand,6000.0,1
5463,,0,1,0,0,0,0,1,0,4281,42810.0,1,afstand,6000.0,1
5464,,0,1,0,0,0,0,1,0,4636,46360.0,1,afstand,6000.0,1
5465,,0,1,0,0,0,0,1,0,4390,43900.0,1,afstand,6000.0,1
5466,,0,1,0,0,0,0,1,0,4510,45100.0,1,afstand,6000.0,1
5467,,0,1,0,0,0,0,1,0,4240,42400.0,1,afstand,2000.0,1
5468,,0,1,0,0,0,0,1,0,4281,42810.0,1,afstand,2000.0,1
5469,,0,1,0,0,0,0,1,0,4390,43900.0,1,afstand,2000.0,1
5470,,0,0,0,0,0,0,1,0,4412,44120.0,1,afstand,2000.0,1
5471,,0,1,0,0,0,0,1,0,4418,44180.0,1,afstand,2000.0,1
5472,,0,1,0,0,0,0,1,0,4510,45100.0,1,afstand,2000.0,1
5473,,0,1,0,0,0,0,1,0,4240,42400.0,1,afstand,6000.0,1
5474,,0,0,0,0,0,0,1,0,4412,44120.0,1,afstand,6000.0,1
5475,,0,0,0,0,0,0,1,0,4536,45360.0,1,afstand,2000.0,1
5476,,0,1,0,0,0,0,1,0,4636,46360.0,1,afstand,2000.0,1
5477,,0,0,0,0,0,0,1,0,4658,46580.0,1,afstand,2000.0,1
5478,,0,1,0,0,0,0,1,0,4466,44660.0,1,afstand,2000.0,1
5479,,0,1,0,0,0,0,1,0,4418,44180.0,1,afstand,6000.0,1
5480,,0,1,0,0,0,0,1,0,4563,45630.0,1,afstand,2000.0,1
5535,,0,0,0,0,0,0,1,0,4640,46400.0,4,afstand,2000.0,1
5536,,0,0,0,0,0,0,1,0,4640,46400.0,4,afstand,2000.0,2
5537,,0,0,0,0,0,0,1,0,4640,46400.0,4,afstand,2000.0,3
5538,,0,0,0,0,0,0,1,0,4640,46400.0,4,afstand,2000.0,4
5552,,0,0,0,0,0,0,1,0,4640,46400.0,4,afstand,2000.0,1
5553,,0,0,0,0,0,0,1,0,4640,46400.0,4,afstand,2000.0,2
5554,,0,0,0,0,0,0,1,0,4640,46400.0,4,afstand,2000.0,3
5555,,0,0,0,0,0,0,1,0,4640,46400.0,4,afstand,2000.0,4
5713,,0,1,0,0,0,0,1,0,4283,42830.0,1,afstand,2000.0,1
5714,,0,1,0,0,0,0,1,0,4283,42830.0,1,afstand,6000.0,1
5715,,0,1,0,0,0,0,1,0,4495,44950.0,1,afstand,6000.0,1
5716,,0,1,0,0,0,0,1,0,4571,45710.0,1,afstand,6000.0,1
5717,,0,1,0,0,0,0,1,0,4330,43300.0,1,afstand,2000.0,1
5718,,0,1,0,0,0,0,1,0,4330,43300.0,1,afstand,6000.0,1
5719,,0,1,0,0,0,0,1,0,4386,43860.0,1,afstand,2000.0,1
5720,,0,0,0,0,0,0,1,0,4334,43340.0,1,afstand,2000.0,1
5721,,0,1,0,0,0,0,1,0,4488,44880.0,1,afstand,2000.0,1
5722,,0,1,0,0,0,0,1,0,4495,44950.0,1,afstand,2000.0,1
5723,,0,1,0,0,0,0,1,0,4571,45710.0,1,afstand,2000.0,1
5724,,0,0,0,0,0,0,1,0,4640,46400.0,1,afstand,2000.0,1
5725,,0,1,0,0,0,0,1,0,4230,42300.0,1,afstand,2000.0,1
5726,,0,1,0,0,0,0,1,0,4200,42000.0,1,afstand,2000.0,1
5823,,0,1,0,0,0,0,1,0,4458,44580.0,x,afstand,750.0,avg
5824,,0,1,0,0,0,0,1,0,4414,44140.0,x,afstand,750.0,avg
5825,,0,1,0,0,0,0,1,0,4269,42690.0,x,afstand,750.0,avg
5826,,0,1,0,0,0,0,1,0,4434,44340.0,x,afstand,750.0,avg
5827,,0,1,0,0,0,0,1,0,4260,42600.0,x,afstand,750.0,avg
5828,,0,1,0,0,0,0,1,0,4589,45890.0,x,afstand,750.0,avg
5829,,0,1,0,0,0,0,1,0,4248,42480.0,x,afstand,750.0,avg
5830,,0,1,0,0,0,0,1,0,4200,42000.0,x,afstand,750.0,avg
5831,,0,0,0,0,0,0,1,0,4622,46220.0,x,afstand,750.0,avg
5832,,0,1,0,0,0,0,1,0,4366,43660.0,x,afstand,750.0,avg
5833,,0,1,0,0,0,0,1,0,4587,45870.0,x,afstand,750.0,avg
5834,,0,0,0,0,0,0,1,0,4779,47790.0,x,afstand,750.0,avg
5835,,0,0,0,0,0,0,1,0,4495,44950.0,x,afstand,750.0,avg
5836,,0,0,0,0,0,0,1,0,4383,43830.0,x,afstand,750.0,avg
5838,,0,1,0,0,0,0,1,0,4458,44580.0,x,afstand,750.0,avg
5839,,0,1,0,0,0,0,1,0,4414,44140.0,x,afstand,750.0,avg
5840,,0,1,0,0,0,0,1,0,4269,42690.0,x,afstand,750.0,avg
5841,,0,1,0,0,0,0,1,0,4434,44340.0,x,afstand,750.0,avg
5842,,0,1,0,0,0,0,1,0,4260,42600.0,x,afstand,750.0,avg
5843,,0,1,0,0,0,0,1,0,4589,45890.0,x,afstand,750.0,avg
5844,,0,1,0,0,0,0,1,0,4248,42480.0,x,afstand,750.0,avg
5845,,0,1,0,0,0,0,1,0,4200,42000.0,x,afstand,750.0,avg
5846,,0,0,0,0,0,0,1,0,4622,46220.0,x,afstand,750.0,avg
5847,,0,1,0,0,0,0,1,0,4366,43660.0,x,afstand,750.0,avg
5848,,0,1,0,0,0,0,1,0,4587,45870.0,x,afstand,750.0,avg
5849,,0,0,0,0,0,0,1,0,4779,47790.0,x,afstand,750.0,avg
5850,,0,0,0,0,0,0,1,0,4495,44950.0,x,afstand,750.0,avg
5851,,0,0,0,0,0,0,1,0,4383,43830.0,x,afstand,750.0,avg
5853,,0,1,0,0,0,0,1,0,4458,44580.0,1,afstand,2000.0,1
5854,,0,1,0,0,0,0,1,0,4414,44140.0,1,afstand,2000.0,1
5855,,0,1,0,0,0,0,1,0,4269,42690.0,1,afstand,2000.0,1
5856,,0,1,0,0,0,0,1,0,4434,44340.0,1,afstand,2000.0,1
5857,,0,1,0,0,0,0,1,0,4260,42600.0,1,afstand,2000.0,1
5858,,0,1,0,0,0,0,1,0,4248,42480.0,1,afstand,2000.0,1
5859,,0,1,0,0,0,0,1,0,4366,43660.0,1,afstand,2000.0,1
5860,,0,1,0,0,0,0,1,0,4587,45870.0,1,afstand,2000.0,1
5861,,0,0,0,0,0,0,1,0,4779,47790.0,1,afstand,2000.0,1
5862,,0,0,0,0,0,0,1,0,4495,44950.0,1,afstand,2000.0,1
5863,,0,0,0,0,0,0,1,0,4383,43830.0,1,afstand,2000.0,1
5917,,0,1,0,0,0,0,1,0,4589,45890.0,6,afstand,750.0,1
5918,,0,1,0,0,0,0,1,0,4589,45890.0,6,afstand,750.0,2
5919,,0,1,0,0,0,0,1,0,4589,45890.0,6,afstand,750.0,3
5920,,0,1,0,0,0,0,1,0,4589,45890.0,6,afstand,750.0,4
5921,,0,1,0,0,0,0,1,0,4589,45890.0,6,afstand,750.0,5
5922,,0,1,0,0,0,0,1,0,4589,45890.0,6,afstand,750.0,6
5923,,0,1,0,0,0,0,1,0,4609,46090.0,6,afstand,750.0,1
5924,,0,1,0,0,0,0,1,0,4609,46090.0,6,afstand,750.0,2
5925,,0,1,0,0,0,0,1,0,4609,46090.0,6,afstand,750.0,3
5926,,0,1,0,0,0,0,1,0,4609,46090.0,6,afstand,750.0,4
5927,,0,1,0,0,0,0,1,0,4609,46090.0,6,afstand,750.0,5
5928,,0,1,0,0,0,0,1,0,4609,46090.0,6,afstand,750.0,6
5929,,0,0,0,0,0,0,1,0,4698,46980.0,6,afstand,750.0,1
5930,,0,0,0,0,0,0,1,0,4698,46980.0,6,afstand,750.0,2
5931,,0,0,0,0,0,0,1,0,4698,46980.0,6,afstand,750.0,3
5932,,0,0,0,0,0,0,1,0,4698,46980.0,6,afstand,750.0,4
5933,,0,0,0,0,0,0,1,0,4698,46980.0,6,afstand,750.0,5
5934,,0,0,0,0,0,0,1,0,4698,46980.0,6,afstand,750.0,6
5935,,0,1,0,0,0,0,1,0,4189,41890.0,6,afstand,750.0,1
5936,,0,1,0,0,0,0,1,0,4189,41890.0,6,afstand,750.0,2
5937,,0,1,0,0,0,0,1,0,4189,41890.0,6,afstand,750.0,3
5938,,0,1,0,0,0,0,1,0,4189,41890.0,6,afstand,750.0,4
5939,,0,1,0,0,0,0,1,0,4189,41890.0,6,afstand,750.0,5
5940,,0,1,0,0,0,0,1,0,4189,41890.0,6,afstand,750.0,6
5941,,0,0,0,0,0,0,1,0,4454,44540.0,6,afstand,750.0,1
